Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
540038,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-05-14 21:20:00,3.5,16542,Germany
540039,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-05-04 11:11:00,1.06,17542,Italy
540040,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-21 03:39:00,1.27,16800,France
540041,22633,HAND WARMER UNION JACK,50,2026-05-13 16:46:00,5.9,15548,Germany
540042,22633,HAND WARMER UNION JACK,4,2026-05-10 07:00:00,2.89,12756,Italy
540043,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-05-23 12:13:00,5.31,13602,Italy
540044,22633,HAND WARMER UNION JACK,42,2026-05-07 19:29:00,6.53,14022,Germany
540045,22633,HAND WARMER UNION JACK,13,2026-05-10 17:37:00,6.28,12349,France
540046,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-05-11 20:14:00,7.42,13157,Italy
540047,22633,HAND WARMER UNION JACK,19,2026-05-15 20:59:00,7.55,16060,Spain
540048,84406B,CREAM CUPID HEARTS COAT HANGER,38,2026-05-24 20:49:00,7.8,16652,UK
540049,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2026-05-13 07:04:00,3.1,15723,UK
540050,71053,WHITE METAL LANTERN,2,2026-05-19 21:38:00,8.97,12717,France
540051,71053,WHITE METAL LANTERN,36,2026-05-03 06:08:00,1.75,15733,UK
540052,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-05-01 22:48:00,6.44,13329,Spain
540053,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-05-12 18:09:00,2.37,12027,Spain
540054,22633,HAND WARMER UNION JACK,46,2026-05-03 21:26:00,2.42,16992,UK
540055,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-05-23 03:08:00,2.41,16348,Spain
540056,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-05-03 04:56:00,1.82,16876,UK
540057,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-05-07 22:18:00,4.44,16313,Spain
540058,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-10 03:49:00,3.24,15678,UK
540059,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-05 06:47:00,1.43,14843,France
540060,71053,WHITE METAL LANTERN,43,2026-05-06 10:29:00,8.49,15126,Spain
540061,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-05-15 14:45:00,8.47,14620,Germany
540062,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,2026-05-19 16:47:00,8.7,16229,France
540063,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2026-05-15 00:01:00,4.22,16834,Spain
540064,71053,WHITE METAL LANTERN,49,2026-05-23 02:31:00,5.39,12733,Germany
540065,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,49,2026-05-08 22:24:00,9.27,16165,France
540066,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-05-11 03:33:00,6.48,13791,UK
540067,71053,WHITE METAL LANTERN,8,2026-05-26 04:44:00,6.02,14827,Germany
540068,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-05-14 06:30:00,6.53,16628,France
540069,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2026-05-08 11:31:00,5.86,14508,Italy
540070,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-05-16 05:30:00,3.4,15526,Spain
540071,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-02 10:21:00,1.09,12260,Germany
540072,84406B,CREAM CUPID HEARTS COAT HANGER,3,2026-05-23 12:13:00,3.79,14696,Italy
540073,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,43,2026-05-16 00:34:00,8.01,14641,Spain
540074,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2026-05-03 17:36:00,4.13,16181,France
540075,71053,WHITE METAL LANTERN,27,2026-05-10 03:38:00,8.37,12028,Spain
540076,71053,WHITE METAL LANTERN,23,2026-05-04 15:31:00,9.97,12617,France
540077,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-06 15:25:00,8.26,14125,Italy
540078,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-05-18 06:16:00,8.24,12207,France
540079,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-05-15 03:48:00,4.93,15143,UK
540080,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-05-03 18:08:00,4.57,13632,France
540081,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2026-05-06 16:46:00,2.4,15392,Germany
540082,22633,HAND WARMER UNION JACK,12,2026-05-24 16:13:00,1.99,14980,UK
540083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2026-05-19 13:18:00,1.13,14031,UK
540084,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-06 22:52:00,3.65,12071,Spain
540085,84406B,CREAM CUPID HEARTS COAT HANGER,40,2026-05-01 09:25:00,8.29,15177,Germany
540086,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2026-05-03 16:34:00,9.9,16583,UK
540087,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2026-05-01 13:18:00,3.9,17078,Germany
540088,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-05-11 08:50:00,5.37,15117,UK
540089,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-05-09 01:55:00,2.92,14502,Germany
540090,22633,HAND WARMER UNION JACK,20,2026-05-18 16:19:00,1.2,16256,Italy
540091,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-05-12 21:55:00,8.0,15019,Spain
540092,22633,HAND WARMER UNION JACK,4,2026-05-15 09:05:00,5.43,12404,Italy
540093,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-05-05 08:52:00,9.17,17043,UK
540094,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-09 22:01:00,8.64,13713,Germany
540095,71053,WHITE METAL LANTERN,12,2026-05-07 08:10:00,5.17,16267,Spain
540096,84406B,CREAM CUPID HEARTS COAT HANGER,38,2026-05-08 23:22:00,4.81,14431,Italy
540097,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-05-01 17:15:00,7.77,13347,Italy
540098,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-04 17:25:00,7.74,13827,Germany
540099,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-05-04 13:13:00,4.13,15273,Spain
540100,22633,HAND WARMER UNION JACK,9,2026-05-06 14:50:00,8.37,17664,France
540101,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-05-26 05:19:00,1.68,15673,Italy
540102,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,50,2026-05-15 07:18:00,1.48,17606,UK
540103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-05-18 17:52:00,7.56,15559,Italy
540104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-05-23 00:49:00,2.13,17468,Italy
540105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-05-20 01:03:00,3.94,16423,Germany
540106,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2026-05-10 02:59:00,7.96,16219,France
540107,71053,WHITE METAL LANTERN,18,2026-05-17 23:49:00,4.59,16802,Germany
540108,71053,WHITE METAL LANTERN,40,2026-05-26 00:51:00,9.71,15443,UK
540109,22633,HAND WARMER UNION JACK,22,2026-05-11 21:48:00,4.08,13545,Spain
540110,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-05-07 04:08:00,5.74,15195,France
540111,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2026-05-21 17:09:00,2.07,16882,France
540112,22633,HAND WARMER UNION JACK,11,2026-05-04 16:07:00,5.94,14033,Spain
540113,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-05-21 17:48:00,8.6,17433,UK
540114,71053,WHITE METAL LANTERN,9,2026-05-19 22:35:00,2.07,17864,France
540115,22633,HAND WARMER UNION JACK,2,2026-05-22 03:04:00,6.77,15738,Germany
540116,71053,WHITE METAL LANTERN,6,2026-05-19 05:16:00,9.32,13674,France
540117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-05-14 00:21:00,1.47,16259,Germany
540118,22633,HAND WARMER UNION JACK,37,2026-05-07 06:06:00,9.88,12422,UK
540119,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-05-16 04:09:00,5.5,14057,Spain
540120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-05-09 18:41:00,6.76,17904,France
540121,22633,HAND WARMER UNION JACK,49,2026-05-05 22:00:00,1.71,15328,Italy
540122,22633,HAND WARMER UNION JACK,24,2026-05-07 16:40:00,2.25,17852,Spain
540123,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-05-01 22:43:00,6.3,12474,UK
540124,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-05-22 16:30:00,9.41,14282,France
540125,22633,HAND WARMER UNION JACK,36,2026-05-11 11:58:00,6.89,13750,UK
540126,22633,HAND WARMER UNION JACK,2,2026-05-06 19:52:00,6.39,15539,UK
540127,22633,HAND WARMER UNION JACK,7,2026-05-08 11:10:00,5.47,13177,UK
540128,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-05-04 18:52:00,8.87,16207,UK
540129,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-05-05 06:38:00,2.34,15924,UK
540130,84406B,CREAM CUPID HEARTS COAT HANGER,9,2026-05-16 20:09:00,5.89,17814,Italy
540131,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-05-09 17:20:00,4.26,13182,Spain
540132,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2026-05-01 16:52:00,4.7,14973,Italy
540133,71053,WHITE METAL LANTERN,35,2026-05-22 00:49:00,5.1,13931,Germany
540134,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2026-05-22 11:15:00,3.91,12024,Germany
540135,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-05-05 18:15:00,6.92,16369,France
540136,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-05-04 19:45:00,7.18,15721,France
540137,84406B,CREAM CUPID HEARTS COAT HANGER,43,2026-05-23 10:05:00,6.57,14338,Spain
540138,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-05-18 12:57:00,3.54,14100,France
540139,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-05-16 14:34:00,4.14,16105,France
540140,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-05-01 12:20:00,7.53,14145,Spain
540141,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-05-14 12:38:00,9.53,16750,Spain
540142,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-05-01 21:22:00,2.29,14482,UK
540143,84406B,CREAM CUPID HEARTS COAT HANGER,40,2026-05-03 05:52:00,8.73,17993,UK
540144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-05-01 09:36:00,6.01,14204,Germany
540145,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2026-05-09 22:24:00,6.64,13654,Italy
540146,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-05-24 17:46:00,1.63,16073,Spain
540147,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-05-10 07:37:00,3.81,16291,France
540148,71053,WHITE METAL LANTERN,44,2026-05-05 13:09:00,5.29,12366,France
540149,71053,WHITE METAL LANTERN,31,2026-05-12 19:50:00,9.91,14005,Spain
540150,71053,WHITE METAL LANTERN,34,2026-05-13 02:08:00,5.2,13044,France
540151,22633,HAND WARMER UNION JACK,49,2026-05-06 23:16:00,2.04,15961,France
540152,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-05-06 11:20:00,5.28,13786,Spain
540153,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-05-10 14:36:00,9.61,12319,UK
540154,84406B,CREAM CUPID HEARTS COAT HANGER,1,2026-05-10 16:56:00,6.94,14863,Spain
540155,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-05-03 04:51:00,4.91,13813,Spain
540156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-05-23 10:49:00,7.5,17757,Italy
540157,84406B,CREAM CUPID HEARTS COAT HANGER,46,2026-05-09 13:28:00,5.2,16791,Spain
540158,71053,WHITE METAL LANTERN,12,2026-05-08 19:14:00,3.51,12173,Spain
540159,71053,WHITE METAL LANTERN,20,2026-05-08 17:01:00,8.28,15967,France
540160,22633,HAND WARMER UNION JACK,21,2026-05-26 06:35:00,9.27,12403,Italy
540161,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-05-04 01:23:00,1.62,17423,Italy
540162,71053,WHITE METAL LANTERN,46,2026-05-13 09:50:00,9.52,13204,France
540163,71053,WHITE METAL LANTERN,5,2026-05-23 23:27:00,9.57,14891,Germany
540164,71053,WHITE METAL LANTERN,46,2026-05-21 05:09:00,6.57,14623,Germany
540165,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-14 03:18:00,6.92,14903,Germany
540166,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-05-19 21:48:00,4.32,12966,UK
540167,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,50,2026-05-20 04:35:00,6.08,15943,Italy
540168,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-05-15 16:47:00,1.03,14917,Germany
540169,22633,HAND WARMER UNION JACK,42,2026-05-26 06:51:00,3.13,14293,Germany
540170,71053,WHITE METAL LANTERN,24,2026-05-21 15:25:00,5.13,13962,France
540171,22633,HAND WARMER UNION JACK,16,2026-05-18 00:18:00,3.06,17742,Spain
540172,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-05-06 00:48:00,5.42,12735,Spain
540173,71053,WHITE METAL LANTERN,14,2026-05-09 13:01:00,4.06,16766,Germany
540174,71053,WHITE METAL LANTERN,44,2026-05-25 11:22:00,4.76,15537,Spain
540175,22633,HAND WARMER UNION JACK,39,2026-05-11 21:57:00,8.81,15588,UK
540176,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-05-14 17:37:00,2.84,17618,Italy
540177,71053,WHITE METAL LANTERN,36,2026-05-03 15:36:00,1.73,13512,Italy
540178,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-05-14 07:19:00,1.21,12664,Germany
540179,22633,HAND WARMER UNION JACK,48,2026-05-19 03:10:00,2.06,16079,France
540180,22633,HAND WARMER UNION JACK,3,2026-05-08 23:31:00,6.82,14944,Italy
540181,71053,WHITE METAL LANTERN,3,2026-05-21 15:05:00,1.63,14755,Spain
540182,22633,HAND WARMER UNION JACK,39,2026-05-21 04:00:00,8.57,15503,Italy
540183,22633,HAND WARMER UNION JACK,12,2026-05-15 11:30:00,9.02,15192,UK
540184,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-05-21 20:26:00,6.15,13379,Italy
540185,84406B,CREAM CUPID HEARTS COAT HANGER,43,2026-05-13 04:32:00,4.32,14192,Spain
540186,71053,WHITE METAL LANTERN,6,2026-05-21 17:22:00,5.48,14726,UK
540187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-05-23 04:48:00,1.21,14946,Spain
540188,71053,WHITE METAL LANTERN,43,2026-05-11 18:40:00,4.81,17364,UK
540189,22633,HAND WARMER UNION JACK,10,2026-05-20 00:11:00,8.55,13034,Spain
540190,22633,HAND WARMER UNION JACK,29,2026-05-25 21:28:00,8.5,17920,UK
540191,71053,WHITE METAL LANTERN,24,2026-05-15 05:11:00,1.05,12973,UK
540192,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-05-19 10:54:00,8.77,15425,UK
540193,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-05-17 13:52:00,5.59,12543,UK
540194,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-05-18 06:09:00,8.52,16727,Germany
540195,22633,HAND WARMER UNION JACK,4,2026-05-06 16:36:00,1.35,12725,UK
540196,71053,WHITE METAL LANTERN,33,2026-05-23 03:27:00,7.34,14152,France
540197,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-05-15 12:24:00,7.17,15456,Italy
540198,22633,HAND WARMER UNION JACK,34,2026-05-13 17:39:00,4.11,16212,UK
540199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-05-12 03:37:00,6.57,16913,UK
540200,71053,WHITE METAL LANTERN,38,2026-05-14 07:34:00,6.5,12005,Spain
540201,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2026-05-18 19:57:00,1.5,14333,Germany
540202,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-05-01 23:32:00,1.14,16867,Germany
540203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-05-13 11:11:00,3.29,17732,UK
540204,71053,WHITE METAL LANTERN,28,2026-05-08 02:28:00,8.6,13617,Germany
540205,22633,HAND WARMER UNION JACK,50,2026-05-22 17:54:00,1.39,13453,Spain
540206,71053,WHITE METAL LANTERN,10,2026-05-05 19:33:00,9.55,16339,Italy
540207,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2026-05-17 10:32:00,6.61,16259,UK
540208,22633,HAND WARMER UNION JACK,23,2026-05-11 08:05:00,4.26,17194,Germany
540209,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-05-05 14:41:00,8.84,17345,Italy
540210,84406B,CREAM CUPID HEARTS COAT HANGER,5,2026-05-04 10:05:00,9.87,16416,Germany
540211,84406B,CREAM CUPID HEARTS COAT HANGER,50,2026-05-22 14:01:00,9.83,17919,Spain
540212,71053,WHITE METAL LANTERN,7,2026-05-08 11:45:00,2.59,13359,UK
540213,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-05-16 19:49:00,2.58,12403,Italy
540214,84406B,CREAM CUPID HEARTS COAT HANGER,49,2026-05-05 13:40:00,3.21,14289,UK
540215,22633,HAND WARMER UNION JACK,38,2026-05-19 08:20:00,1.41,12198,Germany
540216,84406B,CREAM CUPID HEARTS COAT HANGER,47,2026-05-10 06:20:00,1.47,14288,France
540217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-05-18 16:49:00,8.17,12865,UK
540218,22633,HAND WARMER UNION JACK,5,2026-05-20 12:19:00,7.57,12165,Spain
540219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-05-07 06:13:00,5.28,15224,UK
540220,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-05-10 00:13:00,4.11,12067,Spain
540221,84406B,CREAM CUPID HEARTS COAT HANGER,21,2026-05-18 09:28:00,5.99,15892,Italy
540222,84406B,CREAM CUPID HEARTS COAT HANGER,1,2026-05-05 15:37:00,5.12,16935,UK
540223,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-05-11 03:00:00,3.53,14276,France
540224,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-05-14 01:17:00,1.24,14292,Spain
540225,22633,HAND WARMER UNION JACK,23,2026-05-15 23:31:00,5.9,15086,Italy
540226,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-05-22 19:52:00,9.17,17194,Italy
540227,22633,HAND WARMER UNION JACK,25,2026-05-07 03:48:00,9.44,17816,Italy
540228,22633,HAND WARMER UNION JACK,4,2026-05-14 23:13:00,6.46,15385,Germany
540229,22633,HAND WARMER UNION JACK,33,2026-05-06 01:58:00,8.71,14828,Spain
540230,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-05-06 04:45:00,5.96,15932,Germany
540231,71053,WHITE METAL LANTERN,21,2026-05-04 02:02:00,7.95,17897,Spain
540232,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-05-12 05:32:00,6.61,17347,Germany
540233,22633,HAND WARMER UNION JACK,16,2026-05-16 07:34:00,9.88,13927,UK
540234,22633,HAND WARMER UNION JACK,49,2026-05-08 15:39:00,5.38,17154,Germany
540235,71053,WHITE METAL LANTERN,31,2026-05-18 22:02:00,3.81,13609,UK
540236,22633,HAND WARMER UNION JACK,41,2026-05-14 09:06:00,8.93,15990,Germany
540237,84406B,CREAM CUPID HEARTS COAT HANGER,42,2026-05-07 08:37:00,2.41,14333,UK
540238,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2026-05-13 04:17:00,2.52,17169,Spain
540239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-05-26 06:51:00,5.11,14624,Germany
540240,84406B,CREAM CUPID HEARTS COAT HANGER,50,2026-05-15 10:14:00,10.0,15314,Spain
540241,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-05-15 10:11:00,2.56,13741,Spain
540242,84406B,CREAM CUPID HEARTS COAT HANGER,4,2026-05-24 15:42:00,2.85,16683,Italy
540243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-05-12 03:43:00,7.24,12523,Germany
540244,71053,WHITE METAL LANTERN,13,2026-05-10 05:05:00,1.21,14123,Germany
540245,71053,WHITE METAL LANTERN,27,2026-05-24 23:57:00,7.18,14260,Spain
540246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-05-23 06:59:00,9.22,12929,Spain
540247,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-12 14:48:00,8.48,12181,Italy
540248,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-05-14 12:43:00,5.97,14054,Germany
540249,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-05-03 00:01:00,4.73,13190,UK
540250,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2026-05-24 02:32:00,2.13,16489,Italy
540251,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-05-03 19:37:00,5.53,17330,France
540252,22633,HAND WARMER UNION JACK,15,2026-05-22 04:14:00,6.91,17120,Spain
540253,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2026-05-14 07:57:00,4.11,14064,UK
540254,71053,WHITE METAL LANTERN,41,2026-05-07 08:34:00,4.68,15711,Spain
540255,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2026-05-04 07:02:00,7.04,15391,Germany
540256,71053,WHITE METAL LANTERN,38,2026-05-21 23:16:00,6.78,14552,France
540257,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-05-06 15:40:00,7.87,14930,UK
540258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-05-18 02:31:00,9.69,14081,France
540259,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-05-12 04:13:00,5.37,12460,Spain
540260,71053,WHITE METAL LANTERN,47,2026-05-17 01:38:00,8.75,12261,UK
540261,71053,WHITE METAL LANTERN,24,2026-05-15 06:40:00,9.35,12387,Spain
540262,71053,WHITE METAL LANTERN,39,2026-05-22 08:54:00,4.86,12687,France
540263,71053,WHITE METAL LANTERN,20,2026-05-20 22:11:00,2.03,17634,Spain
540264,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-05-15 10:11:00,4.06,14358,France
540265,71053,WHITE METAL LANTERN,42,2026-05-12 18:25:00,8.54,12275,Spain
540266,84406B,CREAM CUPID HEARTS COAT HANGER,22,2026-05-12 05:00:00,8.35,16077,Italy
540267,22633,HAND WARMER UNION JACK,20,2026-05-11 16:40:00,9.15,15757,France
540268,84406B,CREAM CUPID HEARTS COAT HANGER,43,2026-05-15 15:01:00,2.25,13604,Italy
540269,22633,HAND WARMER UNION JACK,15,2026-05-09 01:31:00,6.32,15501,Germany
540270,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-05-09 02:55:00,4.27,15526,France
540271,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-05-25 00:17:00,8.23,15482,UK
540272,22633,HAND WARMER UNION JACK,21,2026-05-06 19:15:00,9.33,12439,France
540273,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2026-05-13 01:07:00,2.7,16406,UK
540274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-05-15 13:04:00,3.41,12894,Spain
540275,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-05-09 15:36:00,4.87,15592,Italy
540276,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-05-15 18:36:00,4.16,14087,Italy
540277,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-05-19 05:49:00,9.53,15661,Italy
540278,22633,HAND WARMER UNION JACK,50,2026-05-13 07:51:00,8.02,14584,Germany
540279,84406B,CREAM CUPID HEARTS COAT HANGER,27,2026-05-03 16:59:00,3.08,14909,France
540280,22633,HAND WARMER UNION JACK,49,2026-05-16 16:28:00,6.13,12007,Spain
540281,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2026-05-21 15:51:00,6.49,12036,Germany
540282,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2026-05-12 20:00:00,3.19,13545,Spain
540283,71053,WHITE METAL LANTERN,34,2026-05-20 02:16:00,8.08,17549,UK
540284,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-05-08 18:44:00,6.11,13650,France
540285,71053,WHITE METAL LANTERN,10,2026-05-13 09:37:00,2.4,15471,France
540286,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,45,2026-05-24 22:21:00,1.77,16556,Italy
540287,71053,WHITE METAL LANTERN,25,2026-05-11 16:50:00,2.59,15854,Germany
540288,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-21 18:46:00,5.42,14890,Germany
540289,71053,WHITE METAL LANTERN,2,2026-05-18 09:11:00,1.79,17403,Spain
540290,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2026-05-23 15:11:00,7.96,13359,Spain
540291,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-05-19 06:14:00,8.83,14583,France
540292,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-05-19 08:52:00,8.9,13928,Germany
540293,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-05-18 00:51:00,8.12,12835,UK
540294,84406B,CREAM CUPID HEARTS COAT HANGER,47,2026-05-09 06:24:00,3.7,17062,Spain
540295,84406B,CREAM CUPID HEARTS COAT HANGER,30,2026-05-13 03:22:00,6.38,14294,France
540296,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-05-13 22:28:00,2.6,13677,France
540297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-05-17 12:25:00,4.11,15178,Spain
540298,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-05-08 03:44:00,2.65,14341,UK
540299,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-05-01 23:25:00,9.6,17969,Spain
540300,22633,HAND WARMER UNION JACK,14,2026-05-20 00:29:00,2.81,17253,Spain
540301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-05-03 19:46:00,3.35,16806,Italy
540302,22633,HAND WARMER UNION JACK,37,2026-05-09 16:35:00,2.16,16022,UK
540303,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-05-17 21:43:00,8.58,12212,France
540304,22633,HAND WARMER UNION JACK,11,2026-05-18 05:41:00,4.86,13551,UK
540305,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2026-05-03 16:16:00,3.97,15044,UK
540306,22633,HAND WARMER UNION JACK,38,2026-05-15 18:26:00,3.9,13457,France
540307,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-05-11 23:06:00,7.92,17705,UK
